GSEA_RSbp_NAME	GSEA_RSbp_ES	GSEA_RSbp_NOM.p.val	GSEA_SCbp_NAME	GSEA_SCbp_ES	GSEA_SCbp_NOM.p.val	GSEA_SCIIbp_NAME	GSEA_SCIIbp_ES	GSEA_SCIIbp_NOM.p.val
GO_RELAXATION_OF_MUSCLE	0.6902442	0.008567931	GO_T_CELL_MEDIATED_IMMUNITY	0.5060684	0.018008474	GO_RESPONSE_TO_AMYLOID_BETA	0.6322323	0.0033003301
GO_DEFENSE_RESPONSE_TO_BACTERIUM	0.5235556	0.008602151	GO_GLIOGENESIS	0.41147706	0.018018018	GO_PROTEIN_ACTIVATION_CASCADE	0.67508435	0.0033557047
GO_CYTOLYSIS	0.70936924	0.008883249	GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0.4156735	0.018036073	GO_REPLACEMENT_OSSIFICATION	0.6872639	0.0033975085
GO_XENOBIOTIC_METABOLIC_PROCESS	0.5441329	0.00896861	GO_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	0.40668473	0.018036073	GO_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY	0.71103615	0.0034285714
GO_MYOBLAST_DIFFERENTIATION	0.55323404	0.009019165	GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	0.43511447	0.01816347	GO_FIBRINOLYSIS	0.6992787	0.0034285714
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	0.43323183	0.009036144	GO_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	0.5234467	0.018259935	GO_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	0.7055904	0.0035005833
GO_SENSORY_PERCEPTION	0.4268291	0.009036144	GO_RESPONSE_TO_CORTICOSTEROID	0.44258493	0.018274112	GO_REGULATION_OF_METANEPHROS_DEVELOPMENT	0.7060712	0.0035046728
GO_REGULATION_OF_CARDIAC_CONDUCTION	0.56298965	0.009111618	GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	0.44930586	0.018367346	GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION	0.4536499	0.004
GO_EXTRACELLULAR_MATRIX_DISASSEMBLY	0.5859074	0.009153318	GO_COLLAGEN_CATABOLIC_PROCESS	0.6109275	0.01843318	GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	0.44916782	0.004
GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	0.5955249	0.00922722	GO_GLUTAMATE_METABOLIC_PROCESS	0.6216288	0.018604651	GO_CELLULAR_RESPONSE_TO_DRUG	0.44170782	0.004
GO_ALCOHOL_BIOSYNTHETIC_PROCESS	0.48653522	0.009297521	GO_NEGATIVE_REGULATION_OF_ATPASE_ACTIVITY	0.63506913	0.018691588	GO_AXON_DEVELOPMENT	0.42912516	0.004
GO_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	0.47899097	0.0093847755	GO_REGULATION_OF_BONE_REMODELING	0.5855885	0.018743109	GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	0.427326	0.004
GO_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	0.6665712	0.009975063	GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE	0.63806003	0.018979834	GO_CELLULAR_RESPONSE_TO_LIPID	0.42647097	0.004
GO_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	0.40098467	0.01	GO_REGULATION_OF_MEMBRANE_POTENTIAL	0.388231	0.019	GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	0.4268679	0.004
GO_REGULATION_OF_CELL_MORPHOGENESIS	0.4176083	0.01001001	GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION	0.4437625	0.019191919	GO_RESPONSE_TO_MECHANICAL_STIMULUS	0.49231118	0.004004004
GO_ADAPTIVE_IMMUNE_RESPONSE	0.44164237	0.010131712	GO_POSITIVE_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	0.5219335	0.019375673	GO_CELLULAR_RESPONSE_TO_ACID_CHEMICAL	0.49077973	0.004004004
GO_BONE_DEVELOPMENT	0.46778017	0.010256411	GO_PLATELET_DEGRANULATION	0.4663203	0.01948718	GO_DEVELOPMENTAL_CELL_GROWTH	0.4639902	0.004004004
GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	0.46507883	0.010309278	GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	0.49376917	0.019874478	GO_REGULATION_OF_DNA_BINDING	0.5159951	0.004016064
GO_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	0.48824894	0.010460251	GO_DRUG_CATABOLIC_PROCESS	0.48280823	0.019895287	GO_REGULATION_OF_LIPID_LOCALIZATION	0.5000941	0.0040281974
GO_NEGATIVE_REGULATION_OF_TOR_SIGNALING	0.59703094	0.010650887	GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	0.49517357	0.019916143	GO_POSITIVE_REGULATION_OF_CHEMOTAXIS	0.5275369	0.0040444895
GO_CELLULAR_HORMONE_METABOLIC_PROCESS	0.527219	0.010787486	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	0.5411948	0.020044543	GO_HUMORAL_IMMUNE_RESPONSE	0.5450793	0.004052685
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	0.6475082	0.010895884	GO_PANCREAS_DEVELOPMENT	0.50343305	0.02012712	GO_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS	0.5184323	0.004052685
GO_REGULATION_OF_HEMOPOIESIS	0.41869274	0.011044176	GO_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	0.50587994	0.020212766	GO_NEUROTRANSMITTER_METABOLIC_PROCESS	0.53032947	0.004069176
GO_SENSORY_SYSTEM_DEVELOPMENT	0.44040945	0.011088709	GO_IMPORT_ACROSS_PLASMA_MEMBRANE	0.46284327	0.020618556	GO_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT	0.53329796	0.004077472
GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	0.4415868	0.011122346	GO_EXOCRINE_SYSTEM_DEVELOPMENT	0.55270255	0.020810515	GO_SENSORY_PERCEPTION_OF_PAIN	0.5542008	0.0040899795
GO_NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS	0.55067575	0.011198209	GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	0.512963	0.021074815	GO_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY	0.5823584	0.004219409
GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS	0.57795644	0.011235955	GO_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	0.5662832	0.021300448	GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT	0.6460636	0.004237288
GO_AORTA_DEVELOPMENT	0.5869478	0.011454754	GO_ADULT_LOCOMOTORY_BEHAVIOR	0.4850886	0.021852238	GO_ZYMOGEN_ACTIVATION	0.6135996	0.0042689433
GO_RESPONSE_TO_CORTICOSTEROID	0.49057284	0.0114702815	GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	0.5007402	0.021966526	GO_SARCOMERE_ORGANIZATION	0.6208728	0.0043243244
GO_OVULATION_CYCLE	0.58585757	0.0115074795	GO_REGULATION_OF_HORMONE_LEVELS	0.38345495	0.022	GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	0.6217187	0.0043431055
GO_EYE_MORPHOGENESIS	0.48935905	0.011518325	GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	0.55285835	0.022346368	GO_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	0.62301344	0.0043668123
GO_REGULATION_OF_TISSUE_REMODELING	0.58992505	0.011560693	GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	0.61286193	0.02237927	GO_INTERLEUKIN_12_PRODUCTION	0.6503045	0.0044247787
GO_NATURAL_KILLER_CELL_ACTIVATION	0.6054948	0.011614402	GO_NEUTRAL_LIPID_CATABOLIC_PROCESS	0.59115005	0.02240566	GO_LENS_FIBER_CELL_DIFFERENTIATION	0.63932866	0.0044345898
GO_REGULATION_OF_RENAL_SYSTEM_PROCESS	0.70883083	0.011688312	GO_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	0.3785439	0.023	GO_C21_STEROID_HORMONE_METABOLIC_PROCESS	0.6743009	0.004484305
GO_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.4972268	0.011689692	GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	0.49273214	0.023084994	GO_REPRODUCTIVE_BEHAVIOR	0.7073184	0.004576659
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.5944368	0.011792453	GO_PROTEIN_TRIMERIZATION	0.5620426	0.02310231	GO_RESPONSE_TO_STEROID_HORMONE	0.4360645	0.005
GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	0.6370381	0.011890606	GO_NEURON_FATE_COMMITMENT	0.5747731	0.023281597	GO_NEGATIVE_REGULATION_OF_TRANSPORT	0.43299106	0.005
GO_MYELOID_CELL_DIFFERENTIATION	0.42808467	0.012012012	GO_INORGANIC_ANION_TRANSPORT	0.45308644	0.023350254	GO_ENDOCYTOSIS	0.4187155	0.005
GO_EMBRYONIC_MORPHOGENESIS	0.4063281	0.012012012	GO_REGULATION_OF_VASOCONSTRICTION	0.58006495	0.023463687	GO_REGULATION_OF_ENDOCYTOSIS	0.4617749	0.005005005
GO_MUSCLE_HYPERTROPHY	0.54685545	0.012021858	GO_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	0.5129692	0.023630505	GO_T_CELL_ACTIVATION	0.44621012	0.005005005
GO_RESPONSE_TO_COCAINE	0.6307469	0.012033694	GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	0.46249002	0.023686921	GO_NEGATIVE_REGULATION_OF_SECRETION	0.49329698	0.005015045
GO_POSITIVE_REGULATION_OF_CELL_ADHESION	0.4304915	0.012096774	GO_T_CELL_ACTIVATION	0.39000374	0.024	GO_REGULATION_OF_LEUKOCYTE_MIGRATION	0.4932385	0.005015045
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	0.6301233	0.012106538	GO_COFACTOR_METABOLIC_PROCESS	0.38052958	0.024	GO_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	0.48897028	0.005015045
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	0.45434505	0.012158055	GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	0.36227116	0.024	GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	0.47940347	0.005015045
GO_REGULATION_OF_HEART_RATE	0.54709613	0.012168142	GO_MUSCLE_SYSTEM_PROCESS	0.37811366	0.024024025	GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	0.48294652	0.005015045
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.5518365	0.01230425	GO_MUSCLE_CELL_PROLIFERATION	0.42308122	0.024048096	GO_AMINO_ACID_TRANSPORT	0.51059514	0.0050251256
GO_RESPONSE_TO_NUTRIENT	0.46641856	0.0123203285	GO_REGULATION_OF_PROTON_TRANSPORT	0.59781134	0.024221454	GO_DICARBOXYLIC_ACID_TRANSPORT	0.54985505	0.00508647
GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	0.665859	0.012406948	GO_SARCOMERE_ORGANIZATION	0.56451225	0.024444444	GO_REGULATION_OF_BIOMINERALIZATION	0.5652351	0.005154639
GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS	0.46467006	0.012486992	GO_INTERLEUKIN_4_PRODUCTION	0.6254413	0.024504084	GO_CHLORIDE_TRANSPORT	0.5507815	0.0051706308
GO_LABYRINTHINE_LAYER_BLOOD_VESSEL_DEVELOPMENT	0.6820517	0.012626262	GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	0.5242812	0.024731183	GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	0.59392774	0.0052083335
GO_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS	0.59393406	0.012687428	GO_VASODILATION	0.5805963	0.024774775	GO_LACTATION	0.5827871	0.005263158
GO_CEREBELLAR_CORTEX_FORMATION	0.707146	0.012853471	GO_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.48960647	0.024948025	GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	0.56517696	0.0052687037
GO_OSSIFICATION	0.4289442	0.013026052	GO_STRIATED_MUSCLE_CONTRACTION	0.43917418	0.025201613	GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.60425144	0.0053078556
GO_ANION_TRANSPORT	0.40992457	0.013026052	GO_BIOMINERALIZATION	0.4444798	0.025201613	GO_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS	0.5914721	0.005319149
GO_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	0.58536774	0.013079667	GO_RESPONSE_TO_ETHANOL	0.45516732	0.025303643	GO_REGULATION_OF_STEROL_TRANSPORT	0.6072436	0.0053304904
GO_BONE_REMODELING	0.5459046	0.013392857	GO_C21_STEROID_HORMONE_METABOLIC_PROCESS	0.574928	0.025374856	GO_RESPONSE_TO_FLUID_SHEAR_STRESS	0.6424363	0.0054054055
GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	0.56842256	0.013559322	GO_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION	0.6210356	0.025943397	GO_SULFUR_AMINO_ACID_METABOLIC_PROCESS	0.61730146	0.0054406966
GO_CARDIOCYTE_DIFFERENTIATION	0.47482544	0.013756614	GO_CELLULAR_RESPONSE_TO_DRUG	0.38160136	0.026	GO_LONG_TERM_SYNAPTIC_DEPRESSION	0.65563875	0.0054704593
GO_FEEDING_BEHAVIOR	0.5575	0.013824885	GO_EPITHELIAL_CELL_DIFFERENTIATION	0.3674703	0.026	GO_RESPONSE_TO_GONADOTROPIN	0.6915877	0.0056689344
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	0.6988948	0.013836478	GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	0.35772622	0.026	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	0.7084863	0.0057471264
GO_REGULATION_OF_CYTOSKELETON_ORGANIZATION	0.39796054	0.014	GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	0.4194059	0.026026025	GO_FAT_CELL_DIFFERENTIATION	0.46470353	0.006
GO_RESPONSE_TO_OXYGEN_LEVELS	0.4183482	0.014014014	GO_INNERVATION	0.6060578	0.026035503	GO_REGULATION_OF_AXONOGENESIS	0.4792631	0.006006006
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	0.41488627	0.014014014	GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.5856771	0.026345933	GO_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	0.47391254	0.006018054
GO_INTERLEUKIN_2_PRODUCTION	0.592393	0.014051522	GO_REGULATION_OF_LIPID_LOCALIZATION	0.4446608	0.026422765	GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	0.47467023	0.006018054
GO_LABYRINTHINE_LAYER_DEVELOPMENT	0.59221166	0.014067995	GO_CELL_KILLING	0.47744128	0.026476579	GO_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	0.5008984	0.0060301507
GO_NEUROTRANSMITTER_METABOLIC_PROCESS	0.4939719	0.014130435	GO_HORMONE_BIOSYNTHETIC_PROCESS	0.50339895	0.026539277	GO_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.5395566	0.0060913707
GO_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0.6137222	0.014251782	GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	0.45904025	0.026639344	GO_MEMBRANE_DEPOLARIZATION	0.5633144	0.006116208
GO_CYTOKINE_METABOLIC_PROCESS	0.53283423	0.014285714	GO_MYOTUBE_DIFFERENTIATION	0.45688495	0.026639344	GO_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	0.5464962	0.0061664954
GO_POSITIVE_REGULATION_OF_ION_TRANSPORT	0.44386762	0.014314928	GO_MUSCLE_FILAMENT_SLIDING	0.5872711	0.026651217	GO_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	0.582666	0.0063091484
GO_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	0.6415495	0.014423077	GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS	0.47318333	0.026831785	GO_NEURON_MATURATION	0.5928342	0.006322445
GO_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS	0.60614926	0.014510278	GO_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	0.5663547	0.026845638	GO_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	0.5951845	0.0063492064
GO_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	0.5320501	0.014639639	GO_BLOOD_VESSEL_MORPHOGENESIS	0.36416426	0.027	GO_GLIAL_CELL_PROLIFERATION	0.61416686	0.0065288357
GO_REGULATION_OF_MAPK_CASCADE	0.39486635	0.015	GO_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	0.40602678	0.027027028	GO_COLLAGEN_BIOSYNTHETIC_PROCESS	0.6105033	0.006535948
GO_PLASMA_MEMBRANE_ORGANIZATION	0.5262912	0.0151024815	GO_MYOFIBRIL_ASSEMBLY	0.50290686	0.027056277	GO_RESPONSE_TO_ZINC_ION	0.6259342	0.0066006603
GO_PEPTIDE_CROSS_LINKING	0.68814707	0.015384615	GO_REGULATION_OF_BLOOD_CIRCULATION	0.40559453	0.027081244	GO_REGULATION_OF_CALCIUM_ION_IMPORT	0.65626615	0.0066964286
GO_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	0.46385095	0.015447992	GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	0.41629276	0.027108435	GO_PLASMINOGEN_ACTIVATION	0.6751282	0.0068259384
GO_SMOOTH_MUSCLE_CELL_PROLIFERATION	0.48717782	0.015756303	GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS	0.4109358	0.027108435	GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	0.7242187	0.006960557
GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	0.48340288	0.015756303	GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	0.5468131	0.027502751	GO_MAINTENANCE_OF_LOCATION	0.44130507	0.007
GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	0.39576453	0.016	GO_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.4357359	0.027635619	GO_RESPONSE_TO_ANTIBIOTIC	0.43952706	0.007
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	0.42805144	0.016048145	GO_REGULATION_OF_TISSUE_REMODELING	0.5189896	0.027748132	GO_PROTEIN_COMPLEX_OLIGOMERIZATION	0.42757657	0.007
GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	0.42006415	0.016064256	GO_LIPID_MODIFICATION	0.39166957	0.028	GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	0.42441058	0.007
GO_REGULATION_OF_PEPTIDE_SECRETION	0.41650525	0.016096579	GO_OSSIFICATION	0.38117146	0.028	GO_PEPTIDE_SECRETION	0.422806	0.007
GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	0.46485162	0.016376663	GO_LYMPHOCYTE_ACTIVATION	0.367709	0.028	GO_RESPONSE_TO_PEPTIDE	0.41897458	0.007
GO_REGULATION_OF_NECROTIC_CELL_DEATH	0.65662986	0.016581632	GO_ADAPTIVE_IMMUNE_RESPONSE	0.4001464	0.028028028	GO_LEUKOCYTE_MEDIATED_IMMUNITY	0.41466227	0.007
GO_NEPHRON_DEVELOPMENT	0.47564197	0.016718913	GO_CHLORIDE_TRANSPORT	0.49194804	0.028125	GO_MUSCLE_STRUCTURE_DEVELOPMENT	0.41099966	0.007
GO_GLIAL_CELL_PROLIFERATION	0.59529096	0.016726404	GO_ACUTE_INFLAMMATORY_RESPONSE	0.49778944	0.028391168	GO_TRANSITION_METAL_ION_HOMEOSTASIS	0.511587	0.007021063
GO_ACTIN_FILAMENT_BASED_MOVEMENT	0.49737772	0.016806724	GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	0.5937709	0.028801844	GO_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	0.51907647	0.0070993914
GO_POSITIVE_REGULATION_OF_KINASE_ACTIVITY	0.39789796	0.017034069	GO_ION_HOMEOSTASIS	0.3615249	0.029	GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	0.5441325	0.007201646
GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	0.6398841	0.017220173	GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	0.46897978	0.029015545	GO_GLOMERULUS_DEVELOPMENT	0.5748141	0.0073145246
GO_SKELETAL_SYSTEM_MORPHOGENESIS	0.45762688	0.017276423	GO_ENDOTHELIAL_CELL_CHEMOTAXIS	0.5936075	0.02913753	GO_DETECTION_OF_LIGHT_STIMULUS	0.5952024	0.007352941
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	0.516556	0.017316017	GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	0.5649486	0.029213483	GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	0.59032005	0.0074309977
GO_SUPEROXIDE_METABOLIC_PROCESS	0.59120727	0.017381229	GO_NEGATIVE_REGULATION_OF_BINDING	0.43031123	0.029233871	GO_DETECTION_OF_VISIBLE_LIGHT	0.62088823	0.007454739
GO_STEROL_METABOLIC_PROCESS	0.47509962	0.017580144	GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	0.477898	0.029258098	GO_PRESYNAPSE_ORGANIZATION	0.6338721	0.007683864
GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID	0.5463302	0.017582418	GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	0.44742942	0.029804727	GO_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	0.651742	0.0077262693
GO_REGULATION_OF_OSSIFICATION	0.47543013	0.017653167	GO_CALCIUM_MEDIATED_SIGNALING	0.4189256	0.030303031	GO_SENSORY_SYSTEM_DEVELOPMENT	0.44887796	0.008
GO_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	0.4770854	0.017763846	GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	0.45266065	0.030737706	GO_NEURON_PROJECTION_GUIDANCE	0.44697833	0.008
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	0.6544078	0.017789073	GO_SULFUR_COMPOUND_TRANSPORT	0.5599295	0.030905077	GO_REGULATION_OF_NEURON_DIFFERENTIATION	0.41277444	0.008
GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION	0.49840024	0.017819706	GO_POSITIVE_REGULATION_OF_CELL_ADHESION	0.3847025	0.031	GO_CARDIOCYTE_DIFFERENTIATION	0.49546567	0.008032128
GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	0.62827665	0.018115941	GO_REGULATION_OF_SYSTEM_PROCESS	0.36397433	0.031	GO_IMPORT_ACROSS_PLASMA_MEMBRANE	0.52462935	0.008080808
GO_C21_STEROID_HORMONE_METABOLIC_PROCESS	0.63722944	0.018270401	GO_PROTEIN_LIPID_COMPLEX_ASSEMBLY	0.5945921	0.031212484	GO_INNERVATION	0.6811292	0.0080831405
GO_NEUROMUSCULAR_PROCESS	0.5228325	0.018418202	GO_NEGATIVE_REGULATION_OF_DNA_BINDING	0.513192	0.031659387	GO_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	0.7149868	0.008158508
GO_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.5264958	0.018518519	GO_AMINE_TRANSPORT	0.50655407	0.031678986	GO_MATING	0.7026206	0.008158508
GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	0.50404906	0.018518519	GO_REGULATION_OF_SECRETION	0.360393	0.032	GO_STEROL_TRANSPORT	0.5233853	0.008163265
GO_GLUTAMATE_METABOLIC_PROCESS	0.6787822	0.01863354	GO_REGULATION_OF_DEFENSE_RESPONSE	0.3623432	0.032	GO_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	0.54298186	0.0081883315
GO_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	0.5458495	0.018952062	GO_LEUKOCYTE_CELL_CELL_ADHESION	0.40039662	0.032193158	GO_ANIMAL_ORGAN_FORMATION	0.5577397	0.008412197
GO_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	0.4780848	0.01910828	GO_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	0.46337366	0.032224532	GO_REGULATION_OF_BEHAVIOR	0.5960827	0.008421052
GO_SIGNAL_RELEASE	0.41440994	0.019133938	GO_RESPONSE_TO_ACIDIC_PH	0.62889254	0.032490976	GO_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	0.61542934	0.008705114
GO_CONNECTIVE_TISSUE_DEVELOPMENT	0.4413938	0.019191919	GO_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	0.48068184	0.032528855	GO_REGULATION_OF_VASOCONSTRICTION	0.61337227	0.00874317
GO_FOCAL_ADHESION_ASSEMBLY	0.5171065	0.019375673	GO_COFACTOR_TRANSPORT	0.5415315	0.03258427	GO_NEUTRAL_AMINO_ACID_TRANSPORT	0.63148695	0.0088691795
GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	0.57886636	0.019384265	GO_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	0.48831934	0.03263158	GO_OSSIFICATION	0.4390874	0.009
GO_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	0.52299654	0.019522777	GO_HOMEOSTASIS_OF_NUMBER_OF_CELLS_WITHIN_A_TISSUE	0.6148483	0.032648128	GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	0.44066647	0.009
